Exercise Name,Equipment,Mechanics,Preparation,Execution,Main_muscle,Difficulty (1-5),Secondary Muscles
Seated Calf Raise,Lever (selectorized),Isolated,Sit on seat facing lever. Reach forward and pull hand lever toward body. Place forefeet on platform with heels extending off. Position lower thighs under lever pads. Release hand lever by pushing away from body. Place hands on top of thigh pads.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Calves,2,"Soleus, Gastrocnemius"
Seated Calf Raise,Smith,Isolated,Position bar slightly higher than lower leg height. Wrap bar pad around center of bar. Place calf block under bar and bench near bar. Sit on bench facing bar and place toes on lower portion of platform with heels extending off. Grasp bar to sides and extend ankles to raise knees so lower thighs are under padded bar. Push heels further up. Disengage bar by rotating bar back.,Lower heels by bending ankles until calves are stretched. Raise heels by extending ankles as high as possible. Repeat.,Calves,2,"Soleus, Gastrocnemius"
Safety Bar Reverse Calf Raise,Barbell,Isolated,"Standing facing safety barbell on rack upper chest height and calf block on floor just below. Position heels on forward edge of calf block. Place hands on bar to each sides or on vertical rack bars. Position head in yoke with padded bar around shoulders. Dismount bar from rack by standing erect with safety bar, away yet close to rack.",Pull forefeet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.,Calves,3,Tibialis Anterior
Reverse Calf Raise,Cable,Isolated,Place cable belt or dip belt around waist. Kneel before low pulley and attach it to cable. Stand and position heels on forward edge of platform. Grasp support bar for balance.,Pull forefeet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.,Calves,2,Tibialis Anterior
Reverse Calf Raise:  Single Leg,Cable,Isolated,Place cable belt or dip belt around waist. Kneel before low pulley and attach it to cable. Stand and position heel on forward edge of platform. Raise other leg off block. Grasp support bar for balance.,Pull forefoot up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.,Calves,3,Tibialis Anterior
Reverse Calf Raise,Dumbbell,Isolated,Grasp dumbbell in one hand to side. Position heels on forward edge of platform. Grasp support with other hand for balance.,Pull forefoot of both feet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.,Calves,2,Tibialis Anterior
Reverse Calf Raise:  Single Leg,Dumbbell,Isolated,Grasp dumbbell in one hand to side. Position one heel on forward edge of platform. Grasp support with other hand for balance. Lift other leg to rear by bending knee.,Pull forefoot up toward body as far as possible. Return by extending foot until toes are pointed downward. Repeat. Continue with opposite leg.,Calves,3,Tibialis Anterior
45° Reverse Calf Press,Lever (plate loaded),Isolated,"Sit on seat with back on padded support. Place feet very high on platform, grasp handles to sides, and extend knees.",Pull forefoot back toward body as far as possible while pushing platform with heels. Return feet down to platform and repeat.,Calves,3,Tibialis Anterior
45° Reverse Calf Raise,Lever (plate loaded),Isolated,Sit on machine with lower back against padding. Grasp handles to sides and place feet on top portion of platform. Straighten knees and position heels on top edge of platform.,Pull forefoot of both feet up and back toward body as far as possible. Return by extending feet return to platform. Repeat.,Calves,3,Tibialis Anterior
Reverse Calf Raise,Lever (plate loaded),Isolated,Place shoulders under padded lever. Stand erect by extending hips and knees. Position heels on forward edge of platform placed under padded lever. Grasp handles or sides of padded lever.,Pull forefoot of both feet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.,Calves,2,Tibialis Anterior
Reverse Calf Extension,Lever (plate loaded),Isolated,Sit on seat and position heels on lever platform with fore feet extended off top. Grasp handles to sides and straighten knees.,Pull forefoot back toward body as far as possible while pushing platform with heels. Return feet down to platform and repeat.,Calves,2,Tibialis Anterior
Reverse Calf Extension,Lever (selectorized),Isolated,Sit on seat and position heels on lever platform with fore feet extended off top. Grasp handles to sides and straighten knees.,Pull forefoot back toward body as far as possible while pushing platform with heels. Return feet down to platform and repeat.,Calves,2,Tibialis Anterior
Reverse Calf Raise,Lever (selectorized),Isolated,Place shoulders under padded lever. Stand erect by extending hips and knees. Position heels on forward edge of platform placed under padded lever. Grasp handles or sides of padded lever.,Pull forefoot of both feet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.,Calves,2,Tibialis Anterior
45° Reverse Calf Press,Sled,Isolated,"Sit on seat with back on padded support. Place feet very high on platform, grasp handles to sides, and extend knees.",Pull forefoot back toward body as far as possible while pushing platform with heels. Return feet down to platform and repeat.,Calves,3,Tibialis Anterior
45° Reverse Calf Raise (plate loaded),Sled,Isolated,Sit on machine with lower back against padding. Grasp handles to sides and place feet on platform. Straighten knees and position heels on top edge of platform.,Pull forefoot of both feet up and back toward body as far as possible. Return by extending feet until toes are pointed away from body. Repeat.,Calves,3,Tibialis Anterior
45° Reverse Calf Raise (on hack press),Sled,Isolated,Sit on machine with lower back against padding. Grasp handles to sides and place feet on top portion of platform. Straighten knees and position heels on top edge of platform.,Pull forefoot of both feet up and back toward body as far as possible. Return by extending feet return to platform. Repeat.,Calves,3,Tibialis Anterior
Hack Reverse Calf Raise,Sled,Isolated,Lie supine on back pad with shoulders against pads. Place feet very high on platform. Extend hips and knees. Release dock levers.,Pull forefoot of both feet up toward body as far as possible. Return by extending feet until toes are pointed away from body. Repeat.,Calves,3,Tibialis Anterior
Lying Reverse Calf Press,Sled,Isolated,Position sled away from platform. Lie supine on sled with shoulders against pad and place feet very high on platform. Grasp handles to sides and straighten knees.,Pull forefoot back toward body as far as possible while pushing platform with heels. Return feet down to platform and repeat.,Calves,2,Tibialis Anterior
Seated Reverse Calf Press,Sled,Isolated,Sit on seat and place feet very high on platform. Grasp handles to sides and extend knees.,Pull forefoot back toward body as far as possible while pushing platform with heels. Return feet down to platform and repeat.,Calves,2,Tibialis Anterior
Reverse Calf Raise,Smith,Isolated,Position bar upper chest height and place calf block under bar. Position back of shoulders under bar and grasp bar to sides. Position heels on forward edge of calf block. Disengage bar by rotating bar back. Stand erect with knees and hips straight.,Pull forefoot of both feet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.,Calves,2,Tibialis Anterior
Reverse Calf Raise,Body Weight,Isolated,Position heels on forward edge of calf block or platform. Grasp support with other hand for balance.,Pull forefoot of both feet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.,Calves,2,Tibialis Anterior
Reverse Calf Raise:  Single Leg,Body Weight,Isolated,Position one heel on forward edge of platform. Grasp support with other hand for balance. Lift other leg to rear by bending knee.,Pull forefoot up toward body as far as possible. Return by extending foot until toes are pointed downward. Repeat. Continue with opposite leg.,Calves,3,Tibialis Anterior
